,ID,body,header
55,71333,"הזיכרון , עם כל כמה שהוא חשוב, אין לו שום נפקות - לא תקנונית ולא משפטית. הדבר היחיד שיש לו כאן נפקות זה התקנון והפרוצדורה. הפרוצדורה איננה מחייבת את התייצבותו היום מכיוון שאמרתי, והקדמתי ואמרתי, ושבתי ואמרתי: הדיון כאן היום לא יהיה לגופו של עניין.

 סברתי, וכך החלטתי, שאין צורך בהתייצבותו של היועץ המשפטי לממשלה. לדעתי, אין גם שום השפעה - לצורך הנחיצות של ההתייצבות שלו כאן היום - לעובדה שהוא מסיים את תפקידו בסוף דצמבר. העובדה היחידה שעליה יכול להשפיע הנתון הזה שהוא מסיים את תפקידו בסוף דצמבר, זה שאנחנו נשמע אותו עד שהוא יסיים את תפקידו.

 למען הפרוטוקול וכדי להרגיע את חברת הכנסת איציק, אני חייב לציין שהוא היה נכון להופיע כאן היום. אני סברתי שאין בזה טעם. הא ראיה, שגם שחררתי את פרקליטו של חבר הכנסת גורולובסקי מחובת ההופעה כאן היום.

 ובכן, אנחנו עוברים לדיון בבקשה. הונחה בפני הבקשה של היועץ המשפטי לממשלה בעניינם של חברי הכנסת מיכאל גורולובסקי ויחיאל חזן. לכל אחת מן הבקשות צורפה טיוטת כתב האישום, שגם היא הונחה בפניכם.

 אמת, נכון הדבר, חברי הכנסת גורולובסקי וחזן - היועץ המשפטי לממשלה מבקש להאשים אותם ולהעמיד אותם לדין בכתב אישום אחד, ויחד עם זאת, הוגשו שתי בקשות נפרדות, בקשה אחת לחבר הכנסת חזן ובקשה שנייה לגבי חבר הכנסת גורולובסקי. עצם הדיון, מעצם טיבו וטבעו, מזמין דיון נפרד בשתי הבקשות. לא עניינו של חבר הכנסת האחד כעניינו של חבר הכנסת השני, פרט למסכת העובדות ולהוראות החיקור שנזכרים בכתב אישום אחד.

 לכן, אני קובע שהדיון בבקשות יתנהל בנפרד - דיון אחד בעניינו של חבר הכנסת גורולובסקי, ודיון אחד בעניינו של חבר הכנסת חזן.

 אני מבקש לומר עוד שני דברים לפני שאנחנו בעצם נתקדם ונגיע להיכן שאנחנו צריכים להגיע.

 בכתב האישום יש רשימה של עדי התביעה. שמי מופיע ברשימת עדי התביעה כעד תביעה שמופיע ברשימה מס' 9 - כמובן, זה לא מחייב במהלך המשפט, אפשר לעשות עם זה מה שרוצים. ככזה, סברתי שיהיה זה נכון שהיועצת המשפטית של הכנסת תחווה את דעתה אם מן הראוי ואם נכון שאני אנהל את הדיון בוועדת הכנסת בבקשות אלה של היועץ המשפטי לממשלה.","היו""ר רוני בר-און"
56,71333,או להשתתף בהצבעה.,אחמד טיבי
57,71333,"אין ספק שאם לא הייתי יכול לנהל את הדיון - גם לא הייתי משתתף בהצבעה. אם היתה פה איזושהי פסלות - היא היתה הולכת לכל אורך הדרך.

 נוכח כך, פניתי ביום 2 בדצמבר, מייד עם קבלת הבקשה, אל היועצת המשפטית בכתב, ביקשתי ממנה לחוות את דעתה. כתבתי לה ש""היועץ המשפטי הגיש היום ליושב-ראש הכנסת שתי בקשות נפרדות ליטול את חסינותם של חברי הכנסת יחיאל חזן ומיכאל גורולובסקי על מנת שאפשר יהיה לפתוח בהליכים פליליים נגדם בבית משפט השלום בירושלים"".

 צירפתי את פניית היועץ המשפטי, וכתבתי לה: ""כפי שתראי בטיוטת כתב האישום, שמי נכלל ברשימת עדי התביעה. בנסיבות העניין סברתי כי מן הראוי שתחווי את דעתך המקצועית אם נכון וראוי שאנהל את הדיון בוועדת הכנסת בבקשות אלה של היועץ המשפטי לממשלה"". כתבתי גם ש""באתי בדברים עם היועץ המשפטי לממשלה וביקשתיו להעמיד לרשותך את הודעתי במשטרה בעניין הנדון כדי שתוכלי לעיין בה לצורך קביעת עמדתך"" - כדי שהיא תדע מה תוכן עדותי במשטרה. ""אודה לחוות דעתך בהקדם"".

 למחרת היום קיבלתי את מכתבה של היועצת המשפטית: ""לכבוד חבר הכנסת רוני בר-און, יושב-ראש ועדת הכנסת. הנדון: ניהול הדיון בוועדת הכנסת בבקשת היועץ המשפטי לממשלה בדבר נטילת חסינות חברי הכנסת חזן וגורולובסקי. במענה למכתבך שבנדון, הריני להודיעך כדלקמן: לאחר שעיינתי בבקשות היועץ המשפטי לממשלה מיום 2 בדצמבר 2003, בדבר נטילת חסינות חברי הכנסת יחיאל חזן ומיכאל גורולובסקי, בטיוטת כתב האישום ובהודעתך במשטרה מיום 6 ביולי 2003, הגעתי למסקנה כי אין בעובדה ששמך נכלל ברשימת עדי התביעה כדי למנוע ממך, כיושב-ראש ועדת הכנסת, לנהל את הדיון בוועדת הכנסת בבקשות האמורות, בהתאם להוראות סעיף 13(ג) לחוק חסינות חברי הכנסת, זכויותיהם וחובותיהם, התשי""א-1951.""

 למען הסר ספק, ונוכח השאלה של חבר הכנסת טיבי - שלי היתה ברורה, אני חושב שגם לך ברורה - ברגע שנתת את הרשות הזאת, ניתנה גם הרשות להצביע בדיון.","היו""ר רוני בר-און"
58,71333,נכון.,אנה שניידר
59,71333,תודה רבה. עד כאן בקשר לעניין האישי שלי.,"היו""ר רוני בר-און"
60,71333,וזה חל מכללה גם לגבי יתר חברי הכנסת.,רשף חן
61,71333,מקל וחומר.,ענבל גבריאלי
62,71333,"מקל וחומר אפשר לומר שגם נניח לו יצויר שהיועצת המשפטית עצמה עדת התביעה, אז גם היא יכולה עדיין להשתתף?",דוד טל
63,71333,"אני מניח, למרות שאני לא יועץ לה.","היו""ר רוני בר-און"
64,71333,מקל וחומר.,ענבל גבריאלי
65,71333,אולי בן-בנו של קל וחומר.,דוד טל
66,71333,"אני בכל אופן הייתי מציע שננסה - לפחות בדיון הזה שהוא לא מסוג הדיונים שאנחנו אוהבים לקיים ורוצים לקיים - שננסה לשמור ככל האפשר על רצינות.

 גם ראיתי לנכון, ואני עושה את זה כאן, בדיון הפתוח בוועדה - מייד עם הגשת הבקשה של היועץ המשפטי לממשלה, שמעתי בעיתונות - שמעתי וקראתי וגם פנו אלי עיתונאים - כדי לקבל את חוות דעתי כיצד אני עומד להכריע בעניין - האם אני בעד הסרת החסינות, נגד הסרת החסינות. שמעתי חברים מן הכנסת, ולמרבית הצער גם מן הוועדה, מודיעים בראש כל חוצות מה תהיה תוצאת הדיון לדידם: אני אסיר את החסינות, אני אתנגד להסיר את החסינות.

 אני חושב שהדברים האלה הם דברים שלא צריכים להיות. אני מזכיר לחברי הוועדה - הדיון שלנו הוא דיון מעין שיפוטי. לא יכול להיות שחבר כנסת שמשתתף בדיון מעין שיפוטי יצהיר בראש כל חוצות מה תהיה עמדתו בתום הדיון, עוד בטרם ראה את הבקשה, שמע את הבקשה, שמע את היועץ המשפטי ושמע את חבר הכנסת ו/או את סניגורו.","היו""ר רוני בר-און"
67,71333,איפה היועץ המשפטי?,אופיר פינס-פז
68,71333,"אנחנו לא נחזור על זה, תבוא בזמן. אם תהיה חבר ועדה - אז בטח מגיעה לך זכות. אי-אפשר לבוא הנה באיחור ולהתחיל לפתוח דיונים שכבר היו.

 אני מבקש מהיועצת המשפטית, בעניין הזה של ההתבטאות המוקדמת של החברים קודם הדיון או במהלך הדיון, לומר את דברה.","היו""ר רוני בר-און"
69,71333,"אני מסכימה עם דברי היושב-ראש שמוטב היה אילו חברי הכנסת חברי הוועדה היו נמנעים מלהביע את עמדתם לפני הדיון, אבל בהיותם חברי כנסת ובהיותם חברי הוועדה, הם רשאים למלא את תפקידם כפי ראות עיניהם, ואינני רואה כל סיבה או דרך למנוע את השתתפותם בדיון ובהצבעה על הבקשה.

 יש בתקנון, בסעיף 101א, הפירוט של סדרי הדיון בבקשות לנטילת החסינות. אין שם שום דבר שמגביל את חברי הוועדה, למעט חבר ועדה שהוא עצמו נשוא הבקשה.

 לפיכך, גם אם כפי שאמרתי, אולי הנושא איננו כל-כך ראוי, ומוטב היה אילו לא היו מתבטאים חברי הכנסת, אין בכך כדי למנוע מבחינה פורמלית את השתתפותם בדיון.",אנה שניידר
70,71333,את אומרת שזה לא עולה למדרגת פסלות.,"היו""ר רוני בר-און"
71,71333,"אדוני היושב-ראש, כיוון שבין היתר התייחסת לנושא הזה, אני גם מבקשת להתייחס לנושא הזה.

 בכל הכבוד שאני רוחשת ליושב-ראש הוועדה וליועצת המשפטית של הכנסת, יושב-ראש הוועדה אינו מחנך של חברי הוועדה, אינו בתפקיד של מחנך של חברי הוועדה. כולנו אנשים בוגרים, תבוניים, וכבר השתתפנו כאן לצערי בכמה וכמה הסרות חסינות.

 אנחנו יודעים בדיוק מה מוטל עלינו, אנחנו יודעים שלא מתפקידנו לבחון את חומר הראיות, אנחנו יודעים שמתפקידנו לבחון ולבדוק האם נעשתה כאן רדיפה פוליטית, ולאור זה יש לנו עמדה מאוד-מאוד ברורה מה התפקיד שלנו, מה שיקול הדעת שלנו, ואיך מותר לנו להתבטא.

אני חושבת שהנושא הזה לא היה צריך לעלות, ואני מקווה שהוא לא יעלה גם בישיבות הבאות, אם חלילה נזדקק לזה.",זהבה גלאון
72,71333,"היות ואני מאלה שהתבטא בתקשורת, אני מודיע לכבודו יושב-ראש הכנסת, שאני אמשיך להתבטא בעניין הזה.",אהוד יתום
73,71333,הוא עוד לא יושב-ראש הכנסת.,קריאה
74,71333,לא מחנך הוועדה ולא יושב-ראש הכנסת.,"היו""ר רוני בר-און"
75,71333,"יושב-ראש הוועדה, סליחה - אני אמשיך לדון בעניין הזה גם בתקשורת. אני חושב שכאשר חברים אחרים שומעים חבר כנסת כזה או אחר, יכול להיות שהם כתוצאה מכך משנים את דעתם.

ועל כן, אדוני, זה לא סוד כמוס וזה לא סודי, וזו לא ועדת משנה. זה דיון ציבורי על עתיד וגורל של חברי כנסת, חברינו, ואני חושב שמן הראוי לדון בנושא הזה גם בתחום התקשורתי.",אהוד יתום
76,71333,"תודה רבה. אני מבקש להזכיר לכם עוד עניין אחד, וזה הכללים של החלפה לצורך הצבעה. לפי סעיף 101א(ג) לתקנון ""לא יוחלף חבר הוועדה אלא אם נבצר ממנו להשתתף בדיוני הוועדה"".

המסקנות שעולות מן הדברים האלה - אני לא בטוח שהדברים האלה היו ברורים בדיון הקודם שניהלנו בעניינה של חברת הכנסת בלומנטל, לכן אני מבקש להבהיר כאן מלכתחילה.

אין חובה על חברי הכנסת להגיע לישיבות. חברי הכנסת יכולים - ואנחנו נאפשר להם את זה, ולפי דעתי הם גם צריכים - לקרוא את הפרוטוקולים שיהיו זמינים עבורכם. גם מי שלא הגיע לישיבות, יכול להצביע.

אם חבר קבוע של הוועדה לא הגיע, והגיע במקומו ממלא-מקום מהסיעה, כפי שמבקש יושב-ראש סיעת הליכוד ויושב-ראש הקואליציה, למנות ממלא-מקום אד הוק לחבר הכנסת גורולובסקי לצורך הדיון הספציפי הזה - כמובן שמבחינה תקנונית, חבר הכנסת גורולובסקי יכול להשתתף בדיונו של חבר הכנסת חזן - זה עניין לבחירתו הוא, אני לא אכנס לזה.

אבל, אם חבר קבוע של הוועדה לא הגיע, ובמקומו הגיע ממלא-מקום - לא יוכל החבר הקבוע להצביע בסוף ההליך. מי שמתחיל הוא זה שמסיים, גם אם אין חובת התייצבות לדיונים.

אם החבר הקבוע לא הגיע כי נבצר ממנו - ואנחנו נצטרך לדון מה זה נבצר ממנו- ובמקומו הגיע ממלא המקום שהצהיר על כך שהוא בא במקום הקבוע - יוכל בכל זאת החבר הקבוע להצביע.

כמובן הכלל בסעיף 101א(ב), שאם הדיון בנטילת החסינות נוגע לחבר הכנסת שהוא חבר בוועדת הכנסת - הוא כמובן לא יוכל להשתתף, כחבר בוועדה, לא בדיונים ולא בהצבעה, וסיעתו רשאית לשלוח נציג אחר במקומו.

עד כאן ענייני הפורמליות.","היו""ר רוני בר-און"
77,71333,"אני מבקש לשאול שאלה, או בעצם להעיר הערה. אני באמת מנסה לעמוד על סדרים נכונים, למיטב הבנתי, של הדיון. ודומני, שאנחנו מעמידים - אם אנחנו מאפשרים לחבר כנסת אחד, במקרה זה גורולובסקי, לדון בעניינו של חבר כנסת אחר, במקרה זה חזן, כאשר תלוי ועומד עניינו של חבר הכנסת גורולובסקי - אני אינני חושב שזה יהיה ראוי להעמיד בפני המבחן הזה והפיתוי הזה את חבר הכנסת גורולובסקי, מאחר שתרשה לי לחשוש ששיקול הדעת עלול להיות לא ממין העניין.

אני מבקש, בין היתר דרכך אדוני, לשמוע את חוות הדעת של היועצת המשפטית.",דני יתום
78,71333,"אין פה צורך בחוות דעת של היועצת המשפטית. אמרתי לך מה המצב התקנוני. תנוח דעתך. אמרת דברים שהם נכונים, ואני מניח שכך ינהגו. אם עקבת, גם חבר הכנסת סער דיבר על החלפתו של חבר הכנסת גורולובסקי. אם הבעיה תצוף - אני מבטיח להגן עליך עוד פעם ולתת לך את הזכות לומר את זה שוב.","היו""ר רוני בר-און"
79,71333,"אדוני היושב-ראש, אני רק רוצה לוודא שהבנתי נכון את דבריך. אני מבין: 1. שכאשר יש ממלא-מקום - הוא צריך להיות לאורך כל ההליך.",גדעון סער
80,71333,נכון.,"היו""ר רוני בר-און"
81,71333,"2. אני מבין שאין צורך בממלא-מקום להיעדרות מישיבה. זאת אומרת, בין אם חבר קבוע ובין אם חבר זמני - הוא יכול להסתפק אחרי כן בקריאה בפרוטוקול.",גדעון סער
82,71333,"הבנת נכון.

 אגיד לכם מה אני אעשה, כדי שאנחנו נייצר קו אחיד. בפתח הישיבה הבאה, אני אקריא את שמות 21 חברי הכנסת שיצביעו בסוף. תודה רבה.","היו""ר רוני בר-און"
